name,share1,industry,share2
台塑,3.78%,塑膠工業,10.03%
南亞塑膠,3.38%,塑膠工業,10.03%
台化,2.87%,塑膠工業,10.03%
遠東新,0.91%,紡織纖維,0.91%
中鋼,2.66%,鋼鐵工業,2.66%
裕隆汽車,0.51%,汽車工業,0.51%
奇美電子,2.50%,電子工業,3.05%
廣輝下市,0.55%,電子工業,3.05%
長榮海運,0.43%,航運業,0.99%
陽明海運,0.33%,航運業,0.99%
華航,0.23%,航運業,0.99%
彰化銀行,0.80%,金融保險業,21.56%
華南金,1.31%,金融保險業,21.56%
富邦金,2.30%,金融保險業,21.56%
國泰金,3.40%,金融保險業,21.56%
開發金,1.79%,金融保險業,21.56%
玉山金控,0.64%,金融保險業,21.56%
兆豐金,2.45%,金融保險業,21.56%
台新金控,1.18%,金融保險業,21.56%
新光金,1.05%,金融保險業,21.56%
永豐金控,1.53%,金融保險業,21.56%
中信金,2.48%,金融保險業,21.56%
第一金控,1.38%,金融保險業,21.56%
合庫,0.27%,金融保險業,21.56%
元京證,0.98%,金融保險業,21.56%
寶成工業,0.67%,其他,0.67%
台塑石化,0.77%,油電燃氣業,0.77%
聯電,3.68%,半導體業,25.89%
日月光,1.39%,半導體業,25.89%
矽品,1.43%,半導體業,25.89%
台積電,15.50%,半導體業,25.89%
南亞科,0.51%,半導體業,25.89%
聯發科,3.38%,半導體業,25.89%
光寶科技,1.57%,電腦及週邊設備業,10.20%
仁寶電腦,1.40%,電腦及週邊設備業,10.20%
佳世達,0.79%,電腦及週邊設備業,10.20%
宏碁,2.51%,電腦及週邊設備業,10.20%
華碩,2.92%,電腦及週邊設備業,10.20%
廣達,1.01%,電腦及週邊設備業,10.20%
友達,2.89%,光電業,4.36%
華映,0.85%,光電業,4.36%
彩晶,0.62%,光電業,4.36%
中華電,2.95%,通信網路業,7.74%
宏達電,2.96%,通信網路業,7.74%
台灣大,0.88%,通信網路業,7.74%
遠傳,0.95%,通信網路業,7.74%
台達電,1.24%,電子零組件業,1.24%
鴻海,7.33%,其他電子業,9.33%
鴻準,1.24%,其他電子業,9.33%
可成科技,0.76%,其他電子業,9.33%
