name,share1,industry,share2
台泥,0.92%,水泥工業,1.54%
亞泥,0.62%,水泥工業,1.54%
統一,1.46%,食品工業,1.46%
台塑,3.94%,塑膠工業,11.15%
南亞塑膠,4.51%,塑膠工業,11.15%
台化,2.70%,塑膠工業,11.15%
遠東新,1.29%,紡織纖維,1.29%
中鋼,2.75%,鋼鐵工業,2.75%
正新,0.59%,橡膠工業,0.59%
彰化銀行,0.63%,金融保險業,14.76%
華南金,0.85%,金融保險業,14.76%
富邦金,2.07%,金融保險業,14.76%
國泰金,3.07%,金融保險業,14.76%
開發金,0.86%,金融保險業,14.76%
元大金,1.29%,金融保險業,14.76%
兆豐金,1.48%,金融保險業,14.76%
新光金,0.49%,金融保險業,14.76%
永豐金控,0.69%,金融保險業,14.76%
中信金,1.65%,金融保險業,14.76%
第一金控,0.84%,金融保險業,14.76%
合庫,0.84%,金融保險業,14.76%
統一超,0.88%,貿易百貨,0.88%
寶成工業,0.67%,其他,0.67%
台肥,0.60%,化學工業,0.60%
台塑石化,1.28%,油電燃氣業,1.28%
聯電,1.51%,半導體業,21.10%
日月光,0.96%,半導體業,21.10%
矽品,0.86%,半導體業,21.10%
台積電,13.40%,半導體業,21.10%
聯發科,4.03%,半導體業,21.10%
華亞科,0.34%,半導體業,21.10%
光寶科技,0.75%,電腦及週邊設備業,7.83%
仁寶電腦,1.36%,電腦及週邊設備業,7.83%
宏碁,1.78%,電腦及週邊設備業,7.83%
華碩,1.20%,電腦及週邊設備業,7.83%
廣達,1.22%,電腦及週邊設備業,7.83%
緯創,0.93%,電腦及週邊設備業,7.83%
和碩,0.59%,電腦及週邊設備業,7.83%
友達,2.38%,光電業,5.49%
晶電,0.70%,光電業,5.49%
群創光電,2.41%,光電業,5.49%
中華電,2.79%,通信網路業,9.23%
宏達電,4.84%,通信網路業,9.23%
台灣大,1.01%,通信網路業,9.23%
遠傳,0.59%,通信網路業,9.23%
台達電,1.96%,電子零組件業,2.22%
南電,0.26%,電子零組件業,2.22%
聯強國際,0.89%,電子通路業,0.89%
鴻海,9.42%,其他電子業,10.34%
鴻準,0.92%,其他電子業,10.34%
