name,share1,industry,share2
台泥,0.66%,水泥工業,1.27%
亞泥,0.61%,水泥工業,1.27%
統一,1.28%,食品工業,1.28%
台塑,4.13%,塑膠工業,10.22%
南亞塑膠,3.64%,塑膠工業,10.22%
台化,2.45%,塑膠工業,10.22%
遠東新,1.31%,紡織纖維,1.31%
中鋼,3.95%,鋼鐵工業,3.95%
奇美電子,1.76%,電子工業,1.76%
長榮海運,0.36%,航運業,0.36%
彰化銀行,0.77%,金融保險業,18.69%
華南金,1.23%,金融保險業,18.69%
富邦金,1.77%,金融保險業,18.69%
國泰金,3.02%,金融保險業,18.69%
開發金,1.33%,金融保險業,18.69%
元大金,1.31%,金融保險業,18.69%
兆豐金,1.98%,金融保險業,18.69%
台新金控,0.62%,金融保險業,18.69%
新光金,0.81%,金融保險業,18.69%
永豐金控,0.92%,金融保險業,18.69%
中信金,2.43%,金融保險業,18.69%
第一金控,1.50%,金融保險業,18.69%
合庫,1.00%,金融保險業,18.69%
統一超,0.36%,貿易百貨,0.36%
寶成工業,0.65%,其他,0.65%
台肥,0.83%,化學工業,0.83%
台塑石化,0.80%,油電燃氣業,0.80%
聯電,1.57%,半導體業,23.81%
日月光,1.10%,半導體業,23.81%
矽品,1.36%,半導體業,23.81%
台積電,16.44%,半導體業,23.81%
南亞科,0.47%,半導體業,23.81%
聯發科,2.69%,半導體業,23.81%
華亞科,0.18%,半導體業,23.81%
光寶科技,0.66%,電腦及週邊設備業,7.16%
仁寶電腦,1.25%,電腦及週邊設備業,7.16%
宏碁,1.42%,電腦及週邊設備業,7.16%
華碩,3.02%,電腦及週邊設備業,7.16%
廣達,0.81%,電腦及週邊設備業,7.16%
友達,3.68%,光電業,5.16%
群創光電,1.48%,光電業,5.16%
中華電,3.63%,通信網路業,9.23%
宏達電,3.85%,通信網路業,9.23%
台灣大,0.99%,通信網路業,9.23%
遠傳,0.76%,通信網路業,9.23%
台達電,1.32%,電子零組件業,1.69%
南電,0.37%,電子零組件業,1.69%
聯強國際,0.67%,電子通路業,0.67%
鴻海,9.28%,其他電子業,10.32%
鴻準,1.04%,其他電子業,10.32%
