name,share1,industry,share2
台泥,0.77%,水泥工業,1.19%
亞泥,0.42%,水泥工業,1.19%
統一,1.76%,食品工業,1.76%
台塑,2.99%,塑膠工業,8.66%
南亞塑膠,2.78%,塑膠工業,8.66%
台化,2.89%,塑膠工業,8.66%
遠東新,0.66%,紡織纖維,1.12%
儒鴻,0.46%,紡織纖維,1.12%
中鋼,2.09%,鋼鐵工業,2.09%
正新,0.77%,橡膠工業,0.77%
和泰汽車,1.03%,汽車工業,1.03%
彰銀,0.66%,金融保險業,17.37%
中壽,0.76%,金融保險業,17.37%
華南金,0.88%,金融保險業,17.37%
富邦金,2.53%,金融保險業,17.37%
國泰金,2.62%,金融保險業,17.37%
開發金,0.77%,金融保險業,17.37%
玉山金,1.04%,金融保險業,17.37%
元大金,0.94%,金融保險業,17.37%
兆豐金,1.70%,金融保險業,17.37%
台新金控,0.73%,金融保險業,17.37%
永豐金控,0.62%,金融保險業,17.37%
中信金,2.19%,金融保險業,17.37%
第一金,1.11%,金融保險業,17.37%
合庫,0.82%,金融保險業,17.37%
統一超,0.89%,貿易百貨,0.89%
寶成工業,0.73%,其他,0.73%
台塑石化,1.09%,油電燃氣業,1.09%
聯電,0.93%,半導體業,35.21%
日月光,1.41%,半導體業,35.21%
矽品,0.72%,半導體業,35.21%
台積電,29.75%,半導體業,35.21%
南亞科,0.24%,半導體業,35.21%
聯發科,2.16%,半導體業,35.21%
光寶科技,0.71%,電腦及週邊設備業,5.19%
仁寶電腦,0.52%,電腦及週邊設備業,5.19%
華碩,1.28%,電腦及週邊設備業,5.19%
廣達,1.09%,電腦及週邊設備業,5.19%
研華,0.59%,電腦及週邊設備業,5.19%
和碩,1.00%,電腦及週邊設備業,5.19%
友達,0.71%,光電業,4.01%
大立光,2.61%,光電業,4.01%
群創光電,0.69%,光電業,4.01%
中華電,2.64%,通信網路業,4.62%
台灣大,1.19%,通信網路業,4.62%
遠傳,0.79%,通信網路業,4.62%
台達電,2.38%,電子零組件業,2.38%
鴻海,8.61%,其他電子業,10.38%
鴻準,0.64%,其他電子業,10.38%
可成科技,1.13%,其他電子業,10.38%
