name,share1,industry,share2
台泥,1.23%,水泥工業,1.93%
亞泥,0.70%,水泥工業,1.93%
統一,1.89%,食品工業,1.89%
台塑,3.04%,塑膠工業,8.68%
南亞塑膠,3.00%,塑膠工業,8.68%
台化,2.64%,塑膠工業,8.68%
遠東新,1.02%,紡織纖維,1.02%
中鋼,2.55%,鋼鐵工業,2.55%
正新,1.31%,橡膠工業,1.31%
裕隆汽車,0.35%,汽車工業,1.66%
和泰汽車,1.23%,汽車工業,1.66%
裕隆日產,0.08%,汽車工業,1.66%
彰銀,0.46%,金融保險業,16.74%
華南金,0.96%,金融保險業,16.74%
富邦金,2.45%,金融保險業,16.74%
國泰金,2.74%,金融保險業,16.74%
開發金,1.00%,金融保險業,16.74%
玉山金,0.75%,金融保險業,16.74%
元大金,1.20%,金融保險業,16.74%
兆豐金,1.63%,金融保險業,16.74%
台新金,0.84%,金融保險業,16.74%
永豐金,0.90%,金融保險業,16.74%
中信金,2.02%,金融保險業,16.74%
第一金,1.01%,金融保險業,16.74%
合庫,0.78%,金融保險業,16.74%
統一超,0.98%,貿易百貨,0.98%
寶成工業,0.42%,其他,0.42%
台塑石化,1.20%,油電燃氣業,1.20%
聯電,1.28%,半導體業,32.84%
日月光,1.67%,半導體業,32.84%
矽品,0.98%,半導體業,32.84%
台積電,23.11%,半導體業,32.84%
聯發科,5.35%,半導體業,32.84%
華亞科,0.45%,半導體業,32.84%
光寶科技,0.78%,電腦及週邊設備業,5.67%
仁寶電腦,0.73%,電腦及週邊設備業,5.67%
華碩,1.76%,電腦及週邊設備業,5.67%
廣達,1.77%,電腦及週邊設備業,5.67%
和碩,0.63%,電腦及週邊設備業,5.67%
友達,0.76%,光電業,2.65%
大立光,1.18%,光電業,2.65%
群創光電,0.71%,光電業,2.65%
中華電,2.90%,通信網路業,5.98%
宏達電,0.94%,通信網路業,5.98%
台灣大,1.30%,通信網路業,5.98%
遠傳,0.84%,通信網路業,5.98%
台達電,3.11%,電子零組件業,3.11%
鴻海,7.97%,其他電子業,9.86%
鴻準,0.59%,其他電子業,9.86%
可成科技,1.30%,其他電子業,9.86%
