name,share1,industry,share2
統一,1.15%,食品工業,1.15%
台塑,3.17%,塑膠工業,8.66%
南亞塑膠,3.11%,塑膠工業,8.66%
台化,2.38%,塑膠工業,8.66%
遠東新,0.94%,紡織纖維,0.94%
中鋼,2.77%,鋼鐵工業,2.77%
奇美電子,1.86%,電子工業,2.85%
華寶通訊,0.45%,電子工業,2.85%
長榮海運,0.32%,航運業,0.32%
彰化銀行,0.84%,金融保險業,20.54%
華南金,1.14%,金融保險業,20.54%
富邦金,1.86%,金融保險業,20.54%
國泰金,3.53%,金融保險業,20.54%
開發金,1.72%,金融保險業,20.54%
玉山金控,0.58%,金融保險業,20.54%
兆豐金,2.30%,金融保險業,20.54%
台新金控,0.96%,金融保險業,20.54%
新光金,1.19%,金融保險業,20.54%
永豐金控,1.33%,金融保險業,20.54%
中信金,2.30%,金融保險業,20.54%
第一金控,1.18%,金融保險業,20.54%
合庫,0.78%,金融保險業,20.54%
元京證,0.83%,金融保險業,20.54%
寶成工業,0.77%,其他,0.77%
台塑石化,0.76%,油電燃氣業,0.76%
聯電,3.11%,半導體業,23.43%
日月光,1.23%,半導體業,23.43%
矽品,1.28%,半導體業,23.43%
台積電,13.56%,半導體業,23.43%
南亞科,0.50%,半導體業,23.43%
聯發科,2.68%,半導體業,23.43%
聯詠,0.72%,半導體業,23.43%
華亞科,0.35%,半導體業,23.43%
光寶科技,1.28%,電腦及週邊設備業,8.17%
仁寶電腦,1.30%,電腦及週邊設備業,8.17%
宏碁,1.54%,電腦及週邊設備業,8.17%
華碩,3.11%,電腦及週邊設備業,8.17%
廣達,0.94%,電腦及週邊設備業,8.17%
友達,3.53%,光電業,4.74%
華映,0.49%,光電業,4.74%
大立光,0.72%,光電業,4.74%
中華電,2.49%,通信網路業,8.63%
宏達電,4.49%,通信網路業,8.63%
台灣大,0.85%,通信網路業,8.63%
遠傳,0.80%,通信網路業,8.63%
台達電,1.65%,電子零組件業,2.29%
南電,0.64%,電子零組件業,2.29%
鴻海,8.85%,其他電子業,12.16%
鴻準,2.29%,其他電子業,12.16%
可成科技,1.02%,其他電子業,12.16%
