name,share1,industry,share2
台泥,1.06%,水泥工業,1.68%
亞泥,0.62%,水泥工業,1.68%
統一,1.40%,食品工業,1.40%
台塑,5.14%,塑膠工業,14.52%
南亞,5.52%,塑膠工業,14.52%
台化,3.86%,塑膠工業,14.52%
遠東新,1.31%,紡織纖維,1.31%
中鋼,2.89%,鋼鐵工業,2.89%
正新,0.57%,橡膠工業,0.57%
長榮,0.19%,航運業,0.19%
彰銀,0.69%,金融保險業,15.88%
華南金,0.89%,金融保險業,15.88%
富邦金,2.03%,金融保險業,15.88%
國泰金,3.02%,金融保險業,15.88%
開發金,1.09%,金融保險業,15.88%
元大金,1.39%,金融保險業,15.88%
兆豐金,1.57%,金融保險業,15.88%
新光金,0.59%,金融保險業,15.88%
永豐金,0.75%,金融保險業,15.88%
中信金,2.02%,金融保險業,15.88%
第一金,0.99%,金融保險業,15.88%
合庫,0.85%,金融保險業,15.88%
統一超,0.83%,貿易百貨,0.83%
寶成,0.64%,其他,0.64%
台肥,0.52%,化學工業,0.52%
台塑石化,1.48%,油電燃氣業,1.48%
聯電,1.61%,半導體業,21.43%
日月光,1.17%,半導體業,21.43%
矽品,0.93%,半導體業,21.43%
台積電,14.73%,半導體業,21.43%
聯發科,2.99%,半導體業,21.43%
光寶,0.66%,電腦及週邊設備業,6.79%
仁寶,1.05%,電腦及週邊設備業,6.79%
宏碁,1.30%,電腦及週邊設備業,6.79%
華碩,1.29%,電腦及週邊設備業,6.79%
廣達,1.29%,電腦及週邊設備業,6.79%
緯創,0.74%,電腦及週邊設備業,6.79%
和碩,0.46%,電腦及週邊設備業,6.79%
友達,1.83%,光電業,4.66%
晶電,0.74%,光電業,4.66%
群創,1.65%,光電業,4.66%
TPK-KY,0.44%,光電業,4.66%
中華電,2.82%,通信網路業,12.01%
宏達電,7.58%,通信網路業,12.01%
台灣大,1.04%,通信網路業,12.01%
遠傳,0.57%,通信網路業,12.01%
台達電,1.69%,電子零組件業,1.69%
聯強,0.84%,電子通路業,0.84%
鴻海,7.98%,其他電子業,8.98%
鴻準,1.00%,其他電子業,8.98%
