name,share1,industry,share2
台塑,3.95%,塑膠工業,10.14%
南亞塑膠,3.24%,塑膠工業,10.14%
台化,2.95%,塑膠工業,10.14%
遠東新,0.90%,紡織纖維,0.90%
中鋼,3.42%,鋼鐵工業,3.42%
裕隆汽車,0.51%,汽車工業,0.51%
奇美電子,2.05%,電子工業,2.65%
廣輝下市,0.60%,電子工業,2.65%
長榮海運,0.42%,航運業,1.00%
陽明海運,0.35%,航運業,1.00%
華航,0.23%,航運業,1.00%
彰化銀行,0.89%,金融保險業,22.83%
華南金,1.44%,金融保險業,22.83%
富邦金,2.69%,金融保險業,22.83%
國泰金,3.84%,金融保險業,22.83%
開發金,1.95%,金融保險業,22.83%
玉山金控,0.75%,金融保險業,22.83%
兆豐金,2.62%,金融保險業,22.83%
台新金控,1.45%,金融保險業,22.83%
新光金,0.70%,金融保險業,22.83%
永豐金控,0.96%,金融保險業,22.83%
中信金,2.66%,金融保險業,22.83%
第一金控,1.56%,金融保險業,22.83%
合庫,0.33%,金融保險業,22.83%
元京證,0.99%,金融保險業,22.83%
寶成工業,0.72%,其他,0.72%
台塑石化,0.92%,油電燃氣業,0.92%
聯電,4.57%,半導體業,25.18%
日月光,1.11%,半導體業,25.18%
矽品,1.13%,半導體業,25.18%
台積電,14.36%,半導體業,25.18%
華邦電,0.47%,半導體業,25.18%
南亞科,0.57%,半導體業,25.18%
聯發科,2.97%,半導體業,25.18%
光寶科技,1.41%,電腦及週邊設備業,10.13%
仁寶電腦,1.68%,電腦及週邊設備業,10.13%
佳世達,0.78%,電腦及週邊設備業,10.13%
宏碁,2.18%,電腦及週邊設備業,10.13%
華碩,2.79%,電腦及週邊設備業,10.13%
廣達,1.29%,電腦及週邊設備業,10.13%
友達,2.75%,光電業,4.29%
華映,0.87%,光電業,4.29%
彩晶,0.67%,光電業,4.29%
中華電,3.27%,通信網路業,7.48%
宏達電,2.11%,通信網路業,7.48%
台灣大,1.06%,通信網路業,7.48%
遠傳,1.04%,通信網路業,7.48%
台達電,1.11%,電子零組件業,1.11%
鴻海,6.83%,其他電子業,7.97%
鴻準,1.14%,其他電子業,7.97%
