證期會代碼,公司中文全稱,年月,收盤價(元)_月
6230,超眾科技                      ,201712,98.3
6235,華孚科技                      ,201712,21.35
6239,力成科技                      ,201712,88
6243,迅杰科技                      ,201712,18.4
6251,定穎電子                      ,201712,11.8
6257,矽格                          ,201712,32.95
6269,台郡科技                      ,201712,106.5
6271,同欣電子工業                  ,201712,135
6277,宏正自動科技                  ,201712,84
6278,台灣表面黏著科技              ,201712,35.2
6281,全國電子                      ,201712,62
6282,康舒科技                      ,201712,22.25
6283,淳安電子                      ,201712,49.1
6285,啟碁科技                      ,201712,85.5
6289,華上光電                      ,201712,2.14
6504,南六企業                      ,201712,154.5
6505,台塑石化                      ,201712,115.5
6605,帝寶工業                      ,201712,90.1
8011,台通光電                      ,201712,19.4
8016,矽創電子                      ,201712,83.6
8021,尖點科技                      ,201712,21.5
8033,雷虎科技                      ,201712,11.85
8039,台虹科技                      ,201712,59.8
8046,南亞電路板                    ,201712,26.1
8070,長華電材                      ,201712,144
8072,陞泰科技                      ,201712,21.6
8081,致新科技                      ,201712,67.4
8101,華冠通訊                      ,201712,3.91
8103,瀚荃                          ,201712,31.4
8105,凌巨科技                      ,201712,19
8110,華東科技                      ,201712,16.1
8112,至上電子                      ,201712,29.9
8114,振樺電子                      ,201712,136.5
8131,福懋科技                      ,201712,31.45
8163,達方電子                      ,201712,29.65
8201,無敵科技                      ,201712,13.3
8210,勤誠興業                      ,201712,42.9
8213,志超科技                      ,201712,31.85
8215,明基材料                      ,201712,20
8249,菱光科技                      ,201712,25.9
8261,富鼎先進電子                  ,201712,31.7
8271,宇瞻科技                      ,201712,38.6
8374,羅昇企業                      ,201712,28.85
8404,百和興業                      ,201712,61.2
8411,福貞控股                      ,201712,25.95
8422,可寧衛                        ,201712,175
8427,基勝 (開曼) 控股              ,201712,44.6
8429,金麗集團控股                  ,201712,23.85
8926,台灣汽電共生                  ,201712,26.75
8940,新天地國際實業                ,201712,13.65
9802,鈺齊國際                      ,201712,71
9902,台火開發                      ,201712,10.6
9904,寶成工業                      ,201712,38.55
9905,大華金屬工業                  ,201712,25.15
9906,欣巴巴事業                    ,201712,16
9907,統一實業                      ,201712,13.95
9908,大台北區瓦斯                  ,201712,26.7
9910,豐泰企業                      ,201712,135.5
9911,台灣櫻花                      ,201712,37.65
9912,偉聯科技                      ,201712,8.02
9914,美利達工業                    ,201712,125
9917,中興保全                      ,201712,91.6
9918,欣欣天然氣                    ,201712,32.2
9919,康那香企業                    ,201712,12.6
9921,巨大機械工業                  ,201712,163.5
9924,台灣福興工業                  ,201712,37.6
9925,台灣新光保全                  ,201712,38.65
9926,新海瓦斯                      ,201712,40.65
9927,泰銘實業                      ,201712,39.2
9928,中國電視事業                  ,201712,5.1
9929,秋雨創新                      ,201712,11.6
9930,中聯資源                      ,201712,59
9931,欣高石油氣                    ,201712,31.3
9933,中鼎工程                      ,201712,45.15
9934,成霖企業                      ,201712,22.1
9935,慶豐富實業                    ,201712,25.15
9937,全國加油站                    ,201712,39.4
9938,台灣百和工業                  ,201712,121
9939,宏全國際                      ,201712,57.5
9940,信義房屋仲介                  ,201712,38.9
9941,裕融企業                      ,201712,110
9942,茂順密封元件科技              ,201712,90
9943,好樂迪                        ,201712,52.5
9944,新麗企業                      ,201712,19.6
9945,潤泰創新國際                  ,201712,31.95
9955,佳龍科技工程                  ,201712,15.1
9958,世紀鋼鐵結構                  ,201712,21.2
