name,share1,industry,share2
台泥,1.20%,水泥工業,2.01%
亞泥,0.81%,水泥工業,2.01%
統一,2.00%,食品工業,2.00%
台塑,4.51%,塑膠工業,11.47%
南亞塑膠,3.87%,塑膠工業,11.47%
台化,3.09%,塑膠工業,11.47%
遠東新,1.07%,紡織纖維,1.07%
中鋼,2.92%,鋼鐵工業,2.92%
正新,1.28%,橡膠工業,1.28%
裕隆汽車,0.57%,汽車工業,1.30%
和泰汽車,0.73%,汽車工業,1.30%
F-晨星,0.98%,電子工業,0.98%
彰化銀行,0.57%,金融保險業,13.70%
華南金,0.94%,金融保險業,13.70%
富邦金,1.85%,金融保險業,13.70%
國泰金,2.11%,金融保險業,13.70%
開發金,0.99%,金融保險業,13.70%
元大金,1.26%,金融保險業,13.70%
兆豐金,1.72%,金融保險業,13.70%
永豐金,0.75%,金融保險業,13.70%
中信金,1.79%,金融保險業,13.70%
第一金,0.92%,金融保險業,13.70%
合庫,0.80%,金融保險業,13.70%
統一超,1.14%,貿易百貨,1.14%
台肥,0.46%,化學工業,0.46%
台塑石化,1.42%,油電燃氣業,1.42%
聯電,1.55%,半導體業,26.17%
日月光,1.51%,半導體業,26.17%
矽品,0.90%,半導體業,26.17%
台積電,19.32%,半導體業,26.17%
聯發科,2.89%,半導體業,26.17%
光寶科技,0.79%,電腦及週邊設備業,7.41%
仁寶電腦,1.12%,電腦及週邊設備業,7.41%
宏碁,0.81%,電腦及週邊設備業,7.41%
華碩,1.89%,電腦及週邊設備業,7.41%
廣達,2.11%,電腦及週邊設備業,7.41%
緯創,0.69%,電腦及週邊設備業,7.41%
友達,0.97%,光電業,3.10%
大立光,0.57%,光電業,3.10%
群創光電,0.77%,光電業,3.10%
TPK-KY,0.79%,光電業,3.10%
中華電,3.30%,通信網路業,8.83%
宏達電,3.06%,通信網路業,8.83%
台灣大,1.52%,通信網路業,8.83%
遠傳,0.95%,通信網路業,8.83%
台達電,2.00%,電子零組件業,2.00%
聯強國際,1.05%,電子通路業,1.05%
鴻海,8.77%,其他電子業,11.31%
鴻準,1.16%,其他電子業,11.31%
可成科技,1.38%,其他電子業,11.31%
